,Energy,Intensity
0,0.0,1936.6363343542378
1,0.012515644555694618,1945.64318038102
2,0.025031289111389236,1910.9499047281201
3,0.03754693366708385,1833.332614158608
4,0.05006257822277847,1867.6123641806003
5,0.0625782227784731,1740.4266871132127
6,0.0750938673341677,1753.7491673191485
7,0.08760951188986232,1699.966308538095
8,0.10012515644555695,1679.7703921041975
9,0.11264080100125157,1648.4970964818551
10,0.1251564455569462,1520.309241282855
11,0.1376720901126408,1589.8744392373378
12,0.1501877346683354,1495.783134140354
13,0.16270337922403003,1540.9362785295928
14,0.17521902377972465,1446.5999430345084
15,0.18773466833541927,1460.2482613508923
16,0.2002503128911139,1416.2356368698966
17,0.2127659574468085,1391.0261352432465
18,0.22528160200250313,1394.8708659320985
19,0.23779724655819776,1394.2715611096764
20,0.2503128911138924,1312.6955366079303
21,0.26282853566958697,1265.6326234834523
22,0.2753441802252816,1304.179049086704
23,0.2878598247809762,1291.8122864293916
24,0.3003754693366708,1319.4271801036498
25,0.31289111389236546,1278.4709705798948
26,0.32540675844806005,1239.0057689027205
27,0.3379224030037547,1202.419690029288
28,0.3504380475594493,1221.713242536977
29,0.36295369211514394,1156.7643795269325
30,0.37546933667083854,1143.0379705214377
31,0.3879849812265332,1170.0247606549715
32,0.4005006257822278,1176.8113088352177
33,0.4130162703379224,1114.2008933244508
34,0.425531914893617,1167.2088891300743
35,0.4380475594493116,1106.3883348241657
36,0.45056320400500627,1139.7744520053482
37,0.46307884856070086,1114.1316317827086
38,0.4755944931163955,1096.709646288686
39,0.4881101376720901,1097.3691288711493
40,0.5006257822277848,1071.5338780815237
41,0.5131414267834793,1082.6032476947062
42,0.5256570713391739,1009.7229771424237
43,0.5381727158948686,1109.6496189976008
44,0.5506883604505632,1095.5841915566177
45,0.5632040050062578,1057.6660569615751
46,0.5757196495619524,1065.8838307380263
47,0.5882352941176471,1074.4205458861786
48,0.6007509386733416,1006.5093623387438
49,0.6132665832290363,1034.2609118584596
50,0.6257822277847309,1006.7930095658754
51,0.6382978723404256,990.9842630820067
52,0.6508135168961201,1005.0040130465374
53,0.6633291614518148,1001.6423326832776
54,0.6758448060075094,1036.3616008924796
55,0.688360450563204,1032.0399265255057
56,0.7008760951188986,1010.3145612459357
57,0.7133917396745932,926.1936517172902
58,0.7259073842302879,934.5103963441193
59,0.7384230287859824,1002.3914417231282
60,0.7509386733416771,954.8664909229676
61,0.7634543178973717,977.1338704096311
62,0.7759699624530664,932.4954754905764
63,0.7884856070087609,946.2857619779275
64,0.8010012515644556,988.9848366242225
65,0.8135168961201502,1006.0351634979477
66,0.8260325406758448,968.0793089645754
67,0.8385481852315394,893.8562448978004
68,0.851063829787234,902.2839810051347
69,0.8635794743429287,955.5498143961782
70,0.8760951188986232,889.1402442813187
71,0.8886107634543179,897.191283940964
72,0.9011264080100125,957.1304272484919
73,0.9136420525657071,943.8775966293297
74,0.9261576971214017,942.6950345829821
75,0.9386733416770964,937.6012266623367
76,0.951188986232791,934.690977749166
77,0.9637046307884856,934.181313073294
78,0.9762202753441802,938.5192575718687
79,0.9887359198998749,939.3202957262044
80,1.0012515644555695,904.135146389358
81,1.0137672090112642,916.0386762302339
82,1.0262828535669586,900.5241349565567
83,1.0387984981226532,859.2043753819383
84,1.0513141426783479,909.8190552105331
85,1.0638297872340425,951.9300456727713
86,1.0763454317897372,835.4146642685976
87,1.0888610763454318,911.2200125343343
88,1.1013767209011265,898.3844226680304
89,1.113892365456821,907.4584291856762
90,1.1264080100125156,878.1874083493851
91,1.1389236545682102,938.4510353613216
